LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,atraso_medio,media_faturas,media_pagamento,default
230000,2,3,2,42,-0.8333333333333334,988.5,1088.5,1
130000,2,1,2,29,-0.6666666666666666,749.0,612.5,1
310000,1,1,2,28,0.0,161463.33333333334,10553.333333333334,1
50000,2,3,2,58,0.0,27137.666666666668,1288.1666666666667,0
90000,1,3,2,45,-0.16666666666666666,63336.333333333336,11330.833333333334,0
260000,2,3,1,42,0.0,71936.0,3493.1666666666665,0
270000,1,1,2,36,0.3333333333333333,48953.166666666664,3026.5,0
210000,2,1,2,30,0.0,55955.666666666664,11322.666666666666,0
220000,2,2,2,52,0.0,127225.33333333333,5730.333333333333,0
80000,1,2,2,30,1.3333333333333333,78660.83333333333,3875.0,1
50000,2,3,2,61,0.6666666666666666,41565.5,2344.0,0
20000,2,2,1,39,0.0,37840.166666666664,1533.3333333333333,0
20000,2,1,2,23,-0.8333333333333334,2683.1666666666665,565.1666666666666,0
100000,2,1,2,25,-0.5,10678.666666666666,7800.666666666667,0
320000,1,2,2,32,0.0,60023.833333333336,3166.6666666666665,0
200000,2,2,2,31,-0.8333333333333334,1487.5,1619.0,0
80000,2,1,2,25,-1.0,800.1666666666666,1254.3333333333333,0
120000,2,2,1,34,2.0,66524.16666666667,2675.0,1
20000,1,2,2,43,0.0,16269.0,800.0,0
200000,2,1,1,35,-0.8333333333333334,3156.0,1591.3333333333333,0
140000,2,2,1,24,-1.0,696.0,696.0,0
50000,1,2,1,52,0.16666666666666666,20853.833333333332,2366.3333333333335,1
60000,1,2,2,25,0.8333333333333334,42307.833333333336,5309.0,0
50000,1,2,2,30,0.0,34075.833333333336,1187.3333333333333,0
200000,2,2,2,33,0.0,193801.33333333334,6083.333333333333,0
20000,1,2,1,53,1.3333333333333333,18988.833333333332,1397.0,1
200000,2,1,1,32,-1.3333333333333333,150.0,296.6666666666667,0
350000,2,3,1,49,-0.6666666666666666,5775.0,3883.6666666666665,0
50000,2,3,1,40,0.3333333333333333,23008.0,1261.6666666666667,1
120000,1,2,1,44,-0.3333333333333333,2885.3333333333335,1576.3333333333333,1
150000,1,2,1,35,-1.0,2552.3333333333335,2611.3333333333335,0
180000,2,2,1,48,-1.0,16767.833333333332,14929.333333333334,0
120000,2,2,2,27,-1.1666666666666667,185.0,521.3333333333334,1
130000,2,1,1,55,0.0,87131.5,2932.5,0
80000,2,2,1,41,-2.0,10121.333333333334,10800.666666666666,0
390000,2,2,1,49,-0.3333333333333333,3411.8333333333335,684.5,0
50000,2,1,2,27,1.1666666666666667,24808.0,1750.0,1
50000,1,2,2,31,0.8333333333333334,28064.5,1550.0,0
320000,2,2,1,29,-0.5,69868.66666666667,38994.333333333336,1
50000,2,2,3,48,0.3333333333333333,18983.166666666668,1125.3333333333333,1
200000,2,2,1,43,2.0,178426.66666666666,6983.333333333333,0
30000,1,3,2,59,0.5,13945.5,700.6666666666666,1
290000,2,2,1,36,-2.0,263.8333333333333,355.8333333333333,0
50000,2,3,1,57,-0.8333333333333334,2335.6666666666665,1902.1666666666667,0
50000,2,2,1,52,-1.5,1345.3333333333333,1555.8333333333333,0
140000,1,3,1,45,2.0,134756.33333333334,4243.666666666667,1
50000,1,2,1,43,0.0,14718.166666666666,920.0,1
80000,2,2,2,23,-0.16666666666666666,6712.166666666667,3958.0,0
50000,2,1,2,31,0.0,32429.333333333332,1405.3333333333333,0
280000,2,2,2,28,-2.0,4209.0,1336.5,0
80000,2,2,1,53,0.0,38506.333333333336,1784.6666666666667,0
60000,2,2,1,29,0.0,35597.666666666664,1345.6666666666667,0
360000,2,1,2,26,-1.1666666666666667,2382.3333333333335,2089.0,0
520000,1,2,2,32,0.0,8396.5,36644.5,0
210000,2,2,1,43,-1.5,0.0,0.0,1
360000,1,1,2,26,-0.6666666666666666,6678.0,4588.833333333333,0
100000,1,1,2,27,0.0,59639.833333333336,11512.5,0
50000,2,3,1,45,0.3333333333333333,24185.333333333332,862.3333333333334,1
280000,2,2,1,31,1.0,80880.5,3171.0,0
120000,1,1,2,26,0.0,27721.333333333332,4083.3333333333335,0
50000,1,1,2,29,1.3333333333333333,47978.333333333336,2034.1666666666667,1
360000,2,1,1,48,-1.6666666666666667,616.0,519.1666666666666,0
140000,2,2,1,35,-1.0,4116.333333333333,4151.833333333333,1
130000,1,1,2,25,-1.5,0.0,0.0,0
240000,2,1,1,33,-1.1666666666666667,5437.333333333333,11074.333333333334,0
70000,2,3,2,40,0.0,43202.833333333336,9091.5,0
80000,1,2,3,45,0.0,29672.5,1463.3333333333333,0
20000,2,5,3,35,0.0,17000.0,1307.8333333333333,0
180000,2,2,2,29,0.3333333333333333,157086.66666666666,5896.333333333333,1
80000,1,2,2,25,0.0,58240.833333333336,2316.6666666666665,0
300000,2,2,2,39,-1.3333333333333333,1682.1666666666667,614.0,0
70000,1,2,2,31,-1.0,17560.333333333332,1088.3333333333333,0
180000,2,1,1,30,-1.5,0.0,0.0,1
150000,1,2,1,33,1.3333333333333333,81273.33333333333,3200.0,0
30000,2,3,2,36,2.0,26821.833333333332,1061.5,1
180000,2,1,2,24,0.0,108002.5,3916.6666666666665,0
20000,1,2,2,31,3.5,19309.0,91.5,0
30000,1,2,2,29,1.0,24562.166666666668,1766.6666666666667,0
500000,1,1,2,38,-2.0,581.6666666666666,5359.333333333333,1
290000,2,1,2,29,0.0,36923.0,2333.3333333333335,0
500000,2,2,1,47,0.0,101752.16666666667,5833.333333333333,0
150000,1,2,2,37,-0.16666666666666666,63690.0,2496.6666666666665,0
200000,1,1,1,37,-0.5,215.83333333333334,146.16666666666666,1
50000,2,2,2,23,0.3333333333333333,13857.833333333334,832.3333333333334,0
180000,2,1,1,47,-1.1666666666666667,546.0,552.0,1
150000,2,1,1,40,-0.5,6256.333333333333,9575.333333333334,0
210000,2,2,2,34,-0.8333333333333334,350.5,725.0,1
30000,2,5,2,23,0.0,10325.666666666666,7923.666666666667,0
360000,1,3,1,51,-1.0,1429.1666666666667,927.0,0
60000,2,2,1,38,1.1666666666666667,23506.166666666668,1100.0,0
230000,2,2,2,25,-0.3333333333333333,32386.5,10118.5,0
260000,1,3,1,39,-0.16666666666666666,1381.3333333333333,1800.1666666666667,0
210000,2,2,2,34,-1.0,5650.0,6862.333333333333,0
200000,2,1,2,42,-1.1666666666666667,2687.8333333333335,2923.5,0
20000,1,2,1,37,-0.3333333333333333,11427.666666666666,927.0,0
30000,1,3,2,53,0.3333333333333333,28831.0,1276.8333333333333,0
180000,2,1,2,32,2.0,79909.16666666667,3316.6666666666665,1
50000,1,2,1,28,0.3333333333333333,32950.333333333336,2166.6666666666665,1
200000,1,3,1,43,0.0,155620.66666666666,5143.0,0
140000,2,1,2,27,0.0,24516.833333333332,4666.666666666667,0
250000,2,1,2,42,-0.8333333333333334,9363.666666666666,8380.833333333334,0
200000,1,1,1,43,-0.16666666666666666,114663.16666666667,37338.166666666664,0
80000,2,1,2,30,0.0,47384.166666666664,2450.0,0
60000,2,3,1,48,0.0,46040.5,2796.8333333333335,0
360000,2,1,2,29,-0.3333333333333333,505.0,350.0,0
50000,1,1,2,23,-1.5,1114.6666666666667,604.1666666666666,1
240000,2,3,2,36,-1.1666666666666667,1371.6666666666667,2091.6666666666665,0
330000,2,2,2,30,-1.0,8132.833333333333,5960.166666666667,1
50000,2,2,2,25,1.8333333333333333,15474.833333333334,1000.0,1
110000,1,3,2,33,0.16666666666666666,2371.6666666666665,166.66666666666666,1
30000,1,3,2,29,-1.3333333333333333,1172.5,1172.5,1
20000,1,2,1,36,0.8333333333333334,6707.833333333333,550.0,1
20000,1,1,2,43,0.0,12539.833333333334,5100.666666666667,1
160000,1,1,2,31,0.0,108008.83333333333,8000.0,0
80000,1,2,2,24,0.0,61827.666666666664,2357.5,0
180000,2,1,1,47,-1.0,10137.666666666666,9809.666666666666,0
80000,1,2,2,27,-0.5,530.0,440.0,0
150000,1,1,2,30,-1.0,2028.6666666666667,1233.1666666666667,0
130000,1,1,2,29,0.0,86222.66666666667,3178.5,1
240000,1,3,2,32,-1.0,6756.5,6085.333333333333,0
400000,2,1,2,28,-0.3333333333333333,13074.0,4183.333333333333,0
500000,1,2,2,32,-0.8333333333333334,5748.5,11052.833333333334,0
20000,1,1,2,22,0.3333333333333333,17905.0,1325.8333333333333,1
240000,1,1,2,35,-1.0,1444.1666666666667,1690.5,0
110000,2,2,1,26,2.0,93078.83333333333,4466.666666666667,1
80000,2,2,2,26,0.0,57465.666666666664,2399.1666666666665,0
50000,1,3,1,58,-2.0,3980.6666666666665,3793.6666666666665,0
330000,1,1,1,37,-1.3333333333333333,1437.0,29.5,0
200000,1,3,1,40,0.0,133590.33333333334,4961.333333333333,0
230000,2,5,1,32,-1.3333333333333333,1733.3333333333333,19726.0,0
140000,2,2,2,26,0.16666666666666666,95236.66666666667,40746.833333333336,1
360000,1,2,1,34,-1.5,-36.166666666666664,0.0,0
70000,1,3,1,46,2.0,32357.0,1513.8333333333333,1
360000,2,2,1,40,-0.6666666666666666,1963.3333333333333,2800.8333333333335,0
260000,2,1,2,27,-1.5,0.0,0.0,0
80000,2,3,3,29,-0.16666666666666666,59899.666666666664,1841.6666666666667,0
180000,2,2,2,48,-1.0,11723.0,13538.666666666666,0
190000,2,1,2,30,-0.8333333333333334,15239.333333333334,17331.5,0
190000,1,1,1,50,2.0,72967.83333333333,2833.3333333333335,1
260000,1,1,1,39,0.0,259710.0,9685.0,0
200000,1,2,2,27,0.3333333333333333,192621.33333333334,6625.666666666667,1
340000,2,1,2,47,0.0,306919.0,16777.166666666668,1
200000,2,2,1,47,-0.3333333333333333,12272.833333333334,2902.6666666666665,0
150000,2,1,1,36,-1.0,13570.833333333334,14348.666666666666,0
100000,1,2,1,40,-0.5,43312.5,7958.166666666667,0
100000,2,2,1,45,0.3333333333333333,87249.83333333333,4907.833333333333,1
200000,2,5,2,34,-1.0,5375.5,3355.8333333333335,0
230000,1,1,2,39,-0.6666666666666666,16498.0,750.0,0
200000,1,1,1,40,-2.0,5706.666666666667,11286.0,0
140000,1,1,2,28,2.0,115098.0,4383.333333333333,0
30000,1,2,2,24,0.0,25862.833333333332,1142.0,0
100000,2,2,2,30,-0.3333333333333333,960.1666666666666,896.3333333333334,0
50000,1,2,1,41,-0.8333333333333334,455.0,520.0,1
330000,2,1,1,41,-1.6666666666666667,687.0,0.0,0
500000,2,1,1,36,0.3333333333333333,179578.33333333334,7374.0,1
500000,2,2,2,31,-0.8333333333333334,15488.333333333334,8000.166666666667,0
50000,2,2,2,28,0.0,46431.166666666664,2050.0,0
50000,2,1,2,25,-0.16666666666666666,12416.333333333334,3739.3333333333335,0
50000,2,2,1,42,0.0,48052.833333333336,1964.5,0
20000,1,2,1,51,0.3333333333333333,18838.833333333332,925.1666666666666,0
70000,2,3,2,24,0.8333333333333334,49103.0,1212.3333333333333,0
60000,2,1,2,34,0.0,37268.333333333336,1456.8333333333333,1
230000,1,1,2,36,0.0,196616.33333333334,24686.666666666668,0
60000,1,3,1,58,1.0,23615.833333333332,757.6666666666666,0
330000,1,2,1,43,-0.6666666666666666,25337.166666666668,19926.5,0
500000,2,1,1,35,-1.0,5023.333333333333,5666.166666666667,0
30000,2,3,1,45,-2.0,1667.3333333333333,1667.3333333333333,0
160000,2,1,1,53,0.0,56323.5,2640.1666666666665,0
110000,1,2,2,40,0.0,76499.5,2602.3333333333335,0
50000,2,1,2,35,0.3333333333333333,30229.333333333332,1666.6666666666667,0
50000,2,2,1,43,-1.0,411.1666666666667,350.6666666666667,0
20000,1,1,2,25,-1.5,0.0,0.0,1
50000,1,2,2,23,0.5,34539.833333333336,9027.333333333334,0
210000,1,1,2,28,-1.3333333333333333,1378.3333333333333,1378.3333333333333,0
500000,2,2,1,30,-2.0,2667.0,3149.6666666666665,0
320000,1,3,1,50,0.6666666666666666,22652.5,1383.3333333333333,0
350000,2,1,2,32,-0.5,6134.666666666667,3746.3333333333335,0
50000,1,3,2,27,0.0,37080.0,1617.1666666666667,0
50000,2,2,1,34,0.0,13092.0,3875.1666666666665,0
20000,2,2,1,33,0.3333333333333333,18854.0,1058.3333333333333,1
80000,2,2,1,47,0.3333333333333333,78527.16666666667,3666.6666666666665,1
170000,1,1,2,35,-0.3333333333333333,91303.16666666667,4169.333333333333,0
50000,2,2,1,24,0.0,31811.0,3859.1666666666665,1
400000,1,3,2,49,-0.8333333333333334,9997.333333333334,5319.166666666667,0
90000,2,2,2,48,1.0,65895.66666666667,6378.333333333333,1
50000,1,2,2,22,1.0,36922.333333333336,1619.8333333333333,0
60000,2,1,2,24,0.3333333333333333,57181.0,2383.3333333333335,0
50000,2,2,2,50,-1.3333333333333333,3466.6666666666665,0.0,0
250000,2,1,1,45,0.0,103308.66666666667,2879.0,0
320000,2,3,2,53,-0.6666666666666666,13528.666666666666,10929.666666666666,1
260000,2,1,2,27,0.0,20259.666666666668,5334.5,0
20000,1,2,2,24,0.0,18756.666666666668,869.5,0
50000,1,1,2,25,0.0,18877.5,964.6666666666666,0
50000,1,2,1,35,0.8333333333333334,33549.0,3666.6666666666665,0
50000,1,1,2,35,0.8333333333333334,37251.5,1916.6666666666667,0
150000,2,1,2,27,-1.0,5623.333333333333,4405.0,0
20000,2,2,2,21,1.0,9638.833333333334,3131.3333333333335,1
190000,2,1,1,39,0.6666666666666666,158686.83333333334,10848.5,1
250000,1,1,1,46,-0.6666666666666666,3569.8333333333335,2648.0,0
380000,1,1,1,32,0.0,39513.5,8252.666666666666,0
330000,2,2,2,28,0.0,256771.5,9348.166666666666,0
50000,2,2,2,31,0.0,27901.833333333332,2166.0,0
140000,2,1,2,31,1.0,43004.5,1745.6666666666667,0
20000,2,2,2,50,1.8333333333333333,5745.833333333333,810.3333333333334,1
70000,2,1,2,28,0.0,48772.833333333336,2168.0,0
160000,2,1,2,31,0.0,148061.83333333334,5686.166666666667,0
240000,2,2,1,34,-2.0,1028.3333333333333,0.0,0
300000,2,1,2,27,-2.0,1366.8333333333333,1175.3333333333333,0
70000,1,2,2,28,0.3333333333333333,27499.333333333332,1783.3333333333333,0
30000,2,2,1,28,0.3333333333333333,16145.333333333334,1750.0,1
390000,2,1,2,32,0.0,25581.833333333332,2000.0,0
20000,2,2,2,40,0.0,8386.0,707.3333333333334,0
330000,2,1,1,44,0.0,196180.33333333334,7269.833333333333,0
420000,2,1,2,29,-2.0,3222.3333333333335,3863.3333333333335,0
200000,1,1,1,63,-1.0,316.0,316.0,0
70000,1,2,2,29,0.8333333333333334,47142.0,4709.0,1
180000,2,2,1,40,-1.0,3699.3333333333335,166.66666666666666,0
260000,2,3,3,55,0.0,184300.16666666666,7277.166666666667,0
80000,2,3,2,25,-1.0,1971.3333333333333,1941.8333333333333,0
250000,2,1,2,32,-1.0,190.0,184.16666666666666,0
140000,1,1,2,29,0.0,119121.5,3988.3333333333335,0
40000,2,2,2,24,1.1666666666666667,37913.333333333336,1235.3333333333333,1
50000,2,2,1,36,-0.5,9267.666666666666,4126.166666666667,0
210000,2,2,1,37,0.0,135731.83333333334,7669.166666666667,0
180000,2,2,1,33,-0.16666666666666666,27002.333333333332,6239.5,0
50000,1,2,2,45,0.0,33156.0,1668.0,0
320000,2,2,2,54,0.0,114375.5,6416.666666666667,0
230000,1,1,1,41,-1.5,3168.3333333333335,1608.3333333333333,0
160000,2,2,1,40,-1.0,807.8333333333334,696.0,0
110000,1,2,2,25,0.0,82316.66666666667,3145.0,0
250000,2,3,1,39,0.0,22630.166666666668,2833.3333333333335,0
20000,2,5,2,37,0.0,8481.333333333334,2176.6666666666665,0
170000,2,1,2,28,0.0,14697.666666666666,1190.8333333333333,0
140000,1,3,1,32,0.0,103038.16666666667,4701.0,0
60000,2,2,1,42,1.0,58497.5,2456.1666666666665,1
20000,1,1,2,24,-1.3333333333333333,1838.8333333333333,125.0,1
80000,1,2,1,53,0.0,52547.5,1932.6666666666667,0
60000,1,3,2,34,0.3333333333333333,58993.166666666664,2253.6666666666665,0
210000,2,5,1,35,-0.8333333333333334,18035.0,427.0,0
320000,1,2,2,27,0.0,238048.66666666666,7301.0,0
50000,2,3,1,55,0.0,25498.166666666668,1114.8333333333333,0
10000,1,2,3,37,-0.5,4421.666666666667,1299.3333333333333,0
50000,1,2,2,51,0.0,34124.5,1092.3333333333333,1
140000,2,2,1,33,0.0,130597.16666666667,4635.833333333333,0
50000,2,2,1,38,-1.0,671.8333333333334,681.0,0
80000,1,2,1,36,2.8333333333333335,475.0,166.66666666666666,1
300000,2,1,1,36,0.0,255010.0,9388.666666666666,0
520000,2,1,2,33,0.0,321121.3333333333,24800.0,1
200000,2,2,3,57,0.0,84166.16666666667,4633.333333333333,0
200000,2,2,1,35,-0.8333333333333334,2885.8333333333335,3745.5,0
60000,2,2,1,44,0.0,35108.5,2755.6666666666665,0
180000,2,2,1,42,0.3333333333333333,108438.5,5000.0,0
120000,2,2,2,24,0.0,32356.5,2500.0,0
50000,1,2,1,47,0.0,49336.833333333336,2036.6666666666667,0
20000,1,1,2,33,0.0,19054.666666666668,607.1666666666666,0
10000,1,2,2,27,0.3333333333333333,10518.0,997.1666666666666,1
520000,1,1,2,34,0.0,12065.666666666666,8016.666666666667,0
500000,2,1,1,33,-1.5,373702.5,385692.0,0
50000,1,2,2,24,0.0,24287.833333333332,916.8333333333334,0
200000,2,2,1,29,0.0,43268.166666666664,14722.5,0
360000,2,1,2,36,-0.6666666666666666,2471.6666666666665,2508.0,0
400000,2,1,1,48,-1.0,14416.0,18214.5,0
90000,1,2,2,30,-0.6666666666666666,451.3333333333333,398.6666666666667,0
90000,2,2,2,29,0.0,3357.0,1928.5,0
200000,2,1,2,29,0.3333333333333333,59440.333333333336,9448.666666666666,0
150000,2,1,1,38,-1.0,7696.666666666667,8143.166666666667,1
350000,1,2,2,31,0.0,295681.3333333333,9883.333333333334,0
500000,1,2,1,31,0.0,274246.1666666667,10429.833333333334,0
160000,2,2,2,24,0.0,104295.33333333333,29589.5,0
80000,1,1,2,35,0.0,56114.166666666664,3380.8333333333335,0
130000,1,2,2,38,-1.3333333333333333,22233.333333333332,0.0,0
100000,2,3,2,31,-0.3333333333333333,39547.666666666664,1318.0,0
80000,1,2,1,46,0.3333333333333333,30953.833333333332,3511.8333333333335,0
50000,2,2,2,24,0.3333333333333333,17069.0,3635.5,0
80000,2,1,1,50,-1.5,0.0,0.0,0
200000,1,1,2,27,-1.1666666666666667,14280.666666666666,14807.666666666666,0
330000,2,2,2,28,0.0,40787.666666666664,1650.0,0
50000,2,1,2,26,0.6666666666666666,13866.5,1750.0,1
80000,2,2,2,23,-1.6666666666666667,-205.66666666666666,0.0,1
270000,2,2,1,33,-0.8333333333333334,7372.0,4658.166666666667,0
30000,2,3,1,60,0.3333333333333333,12757.666666666666,1100.0,0
500000,1,2,2,30,-1.0,1408.5,1447.5,0
60000,2,1,2,26,-0.3333333333333333,6922.166666666667,5600.5,0
20000,2,2,1,34,1.0,17733.333333333332,883.3333333333334,0
180000,2,2,2,28,-1.5,0.0,0.0,0
30000,2,2,1,38,-1.3333333333333333,609.3333333333334,0.0,0
200000,1,1,1,45,-1.0,900.5,804.3333333333334,0
320000,2,1,2,32,-2.0,4257.666666666667,4035.8333333333335,0
210000,2,3,1,28,0.0,40644.833333333336,2000.0,0
200000,2,1,2,30,-1.0,1268.5,1304.0,0
170000,1,2,2,41,-1.6666666666666667,5206.833333333333,4789.666666666667,0
50000,1,3,1,42,0.0,29379.833333333332,980.5,0
20000,2,2,3,52,0.3333333333333333,10556.833333333334,866.6666666666666,0
20000,2,2,1,22,0.0,19683.833333333332,1033.3333333333333,0
580000,2,1,1,31,0.0,491169.8333333333,19346.5,0
80000,2,3,2,25,0.0,70342.83333333333,2318.3333333333335,0
50000,2,1,1,38,-0.6666666666666666,7702.333333333333,1793.0,1
30000,1,2,2,31,0.0,36952.5,944.8333333333334,0
50000,2,2,1,31,0.0,27321.666666666668,1425.0,1
20000,1,3,2,25,3.3333333333333335,1650.0,0.0,1
100000,2,2,1,41,0.3333333333333333,74815.33333333333,3383.3333333333335,0
80000,1,3,2,48,0.0,54637.166666666664,1920.5,0
40000,2,3,1,48,0.5,555.0,465.0,0
80000,2,3,1,27,0.8333333333333334,61184.0,1704.8333333333333,0
10000,1,3,2,31,0.3333333333333333,9466.833333333334,1209.0,0
200000,2,1,1,41,-0.6666666666666666,15720.166666666666,10843.166666666666,0
50000,2,2,0,28,0.5,47995.5,1744.0,0
140000,2,3,2,23,0.0,73732.5,2815.0,0
340000,2,1,1,34,0.0,49168.5,17024.833333333332,0
220000,1,1,2,28,1.3333333333333333,164931.5,7621.5,1
80000,2,1,2,23,1.1666666666666667,62942.0,1529.5,1
20000,1,3,2,24,0.3333333333333333,14349.333333333334,1027.5,1
500000,1,1,1,36,-1.0,12265.666666666666,8165.0,0
100000,2,2,1,48,0.8333333333333334,2801.3333333333335,481.0,0
150000,1,2,1,39,-1.1666666666666667,1344.8333333333333,1414.5,0
360000,1,2,2,27,0.0,169019.33333333334,4800.0,0
60000,2,2,1,37,0.0,57524.833333333336,2487.1666666666665,0
500000,1,1,1,34,-1.0,1245.3333333333333,1033.0,0
270000,2,1,2,27,-0.8333333333333334,1764.1666666666667,2466.6666666666665,0
230000,2,2,2,30,0.0,67028.16666666667,9262.666666666666,0
160000,2,2,2,33,0.0,140092.5,5201.833333333333,0
20000,1,1,2,26,0.0,16421.333333333332,1076.6666666666667,0
230000,1,2,1,34,0.0,132240.0,4837.5,0
50000,2,3,2,23,0.0,27354.166666666668,4844.833333333333,0
500000,2,2,1,52,-1.0,7987.5,6858.166666666667,0
80000,2,3,2,30,1.3333333333333333,76563.16666666667,3150.0,0
50000,1,3,3,55,0.0,28777.166666666668,1751.0,1
20000,1,2,2,29,0.5,19002.5,1594.0,0
200000,2,1,1,40,-2.0,8018.666666666667,10021.333333333334,0
100000,2,2,1,44,0.3333333333333333,41879.833333333336,1800.0,0
390000,2,2,1,44,0.0,179003.16666666666,7033.333333333333,0
450000,1,2,1,44,-1.0,8091.0,11933.833333333334,0
10000,1,3,1,40,2.0,8204.166666666666,684.0,1
270000,1,2,2,29,-0.3333333333333333,13117.666666666666,2721.5,0
190000,1,1,2,33,0.0,120222.5,4652.333333333333,0
30000,2,1,2,30,0.0,32903.5,1688.3333333333333,0
360000,2,1,2,28,-2.0,10762.0,7618.666666666667,0
50000,2,2,2,28,0.0,24616.833333333332,8800.333333333334,0
240000,2,1,1,41,-0.16666666666666666,12401.0,4750.0,0
150000,1,2,2,26,0.0,106898.16666666667,3660.6666666666665,0
150000,1,2,2,44,-1.0,24108.333333333332,1000.0,0
20000,1,2,2,23,0.5,18474.166666666668,1166.6666666666667,0
50000,1,1,2,24,-1.0,630.6666666666666,601.6666666666666,1
40000,2,2,1,38,0.0,37349.0,1916.6666666666667,0
20000,1,1,2,25,1.3333333333333333,17672.0,766.6666666666666,1
150000,2,1,2,29,-1.5,0.0,0.0,0
50000,2,2,1,48,-0.5,4468.833333333333,3471.8333333333335,0
50000,2,3,1,44,-0.6666666666666666,10873.666666666666,13031.166666666666,1
50000,1,2,2,23,-0.6666666666666666,8500.166666666666,7703.333333333333,1
50000,1,3,2,24,-0.3333333333333333,5936.833333333333,683.0,1
200000,2,1,2,35,0.0,73371.66666666667,4002.0,0
200000,1,1,2,37,2.0,166233.66666666666,6166.666666666667,1
120000,2,3,1,38,0.0,119466.5,4801.666666666667,0
90000,1,2,2,28,1.0,23258.833333333332,1733.3333333333333,1
30000,2,1,2,24,-0.8333333333333334,1913.3333333333333,1612.1666666666667,0
70000,1,1,2,29,-0.3333333333333333,6113.833333333333,4166.666666666667,0
490000,2,2,1,52,-1.0,6245.0,5959.833333333333,0
50000,1,3,1,39,-1.0,1881.8333333333333,3871.0,0
320000,1,2,1,55,0.0,139921.16666666666,4993.333333333333,0
50000,2,1,2,27,1.1666666666666667,14078.833333333334,877.5,1
140000,2,1,2,25,-1.1666666666666667,3035.6666666666665,2663.3333333333335,1
500000,2,2,2,49,-0.6666666666666666,135547.66666666666,67090.66666666667,0
500000,1,1,1,58,-0.8333333333333334,11199.666666666666,9707.5,0
50000,1,1,2,34,0.0,23098.833333333332,1088.6666666666667,0
170000,1,3,1,31,0.0,93966.5,22750.0,0
130000,2,3,1,36,1.3333333333333333,26541.166666666668,1248.0,1
150000,2,3,2,27,0.3333333333333333,8469.5,1733.0,0
50000,2,1,2,25,0.0,42599.333333333336,2366.6666666666665,0
410000,1,1,1,48,-0.3333333333333333,161522.16666666666,5985.166666666667,0
60000,2,5,2,33,0.0,41940.0,1950.0,0
150000,1,3,1,45,-0.8333333333333334,12361.5,5166.666666666667,0
260000,2,2,1,43,-2.0,531.6666666666666,416.6666666666667,0
230000,1,1,1,40,-2.0,0.0,0.0,0
50000,1,2,3,49,0.3333333333333333,22230.833333333332,1191.6666666666667,0
230000,2,1,2,23,-2.0,21273.5,1253.8333333333333,0
280000,2,1,1,44,0.0,196119.5,5861.666666666667,0
500000,1,2,2,67,-1.0,2924.3333333333335,2714.6666666666665,0
30000,1,2,1,38,0.0,28397.166666666668,1666.6666666666667,0
330000,2,2,1,31,0.0,300986.8333333333,12516.666666666666,0
180000,1,1,1,50,0.0,161713.83333333334,5854.666666666667,0
30000,1,2,2,47,1.1666666666666667,29476.166666666668,991.6666666666666,1
200000,1,1,2,36,-0.3333333333333333,23249.166666666668,14611.166666666666,0
80000,2,3,1,41,-0.16666666666666666,18989.166666666668,4310.0,0
80000,1,2,2,25,0.0,35604.166666666664,2133.3333333333335,1
100000,2,1,2,27,-1.0,2439.8333333333335,2398.6666666666665,0
300000,1,1,1,54,-2.0,0.0,0.0,0
240000,2,1,1,58,-0.8333333333333334,1259.5,2426.1666666666665,1
50000,2,2,1,49,-1.0,5903.666666666667,8710.833333333334,1
50000,2,3,1,50,0.3333333333333333,29948.333333333332,1826.6666666666667,0
100000,1,2,1,42,1.0,17936.0,985.1666666666666,0
110000,1,3,2,40,0.0,82511.0,2890.8333333333335,0
180000,2,2,1,40,0.0,20383.5,2584.8333333333335,0
140000,2,2,2,26,0.0,99309.33333333333,4676.166666666667,0
80000,1,2,2,28,-0.16666666666666666,49427.0,8550.0,0
90000,2,1,2,26,-1.0,8836.833333333334,6704.0,0
90000,1,3,1,45,-0.3333333333333333,14660.5,2741.8333333333335,1
240000,2,2,2,41,0.0,187101.66666666666,7082.5,0
150000,1,1,1,41,-1.0,1105.1666666666667,1205.1666666666667,0
240000,2,1,2,33,-0.16666666666666666,160208.16666666666,7166.666666666667,0
80000,1,3,2,34,0.0,61431.666666666664,3183.3333333333335,0
110000,2,2,1,42,1.6666666666666667,28412.0,833.3333333333334,0
120000,2,2,2,39,0.3333333333333333,24549.0,1483.3333333333333,0
360000,2,2,1,42,-2.0,9497.333333333334,6932.833333333333,0
150000,1,4,2,30,0.0,89231.0,4827.0,0
80000,1,1,1,53,-0.16666666666666666,11215.166666666666,3700.0,0
140000,1,2,1,47,1.8333333333333333,189585.16666666666,4382.166666666667,1
50000,1,2,1,40,0.0,17058.833333333332,961.6666666666666,0
20000,2,3,1,36,0.5,12392.833333333334,533.3333333333334,0
240000,2,1,1,29,-0.16666666666666666,133232.33333333334,37595.5,0
50000,1,1,2,49,0.0,22161.0,879.1666666666666,0
380000,1,1,1,57,0.0,356216.1666666667,47159.0,0
30000,1,2,2,49,-1.0,937.0,660.5,0
50000,2,2,1,31,1.1666666666666667,24870.833333333332,1001.6666666666666,0
160000,2,2,1,36,-1.0,2675.1666666666665,2362.6666666666665,1
50000,1,2,3,53,-0.16666666666666666,35578.0,6191.333333333333,0
80000,2,3,2,31,1.0,39294.666666666664,2400.0,0
70000,2,2,2,28,1.1666666666666667,69949.33333333333,4700.0,1
